TraceName,ExpName,ipc,precision,recall,Filter
737.gmsh_r-mediterranean-149B,pythia,2.21421,0,0,1
823.llvm_s-etf_inst3_0011-8B,pythia,0.69502,0,0,1
723.llvm_r-codegen-388B,pythia,0.56752,0,0,1
737.gmsh_r-choi-225B,pythia,1.02068,0,0,1
881.neutron_s-rsbench_history-421B,pythia,0.95261,0,0,1
823.llvm_s-selectiondagbuilder_0007-4B,pythia,0.67926,0,0,1
823.llvm_s-generic_cpu_exec_6_0012-25B,pythia,0.6266,0,0,1
846.minizinc_s-yumi_dynamic-256B,pythia,0.35549,0,0,1
727.cppcheck_r-738_diamond-4B,pythia,1.52555,0,0,1
727.cppcheck_r-747_dealii-218B,pythia,0.88083,0,0,1
821.gcc_s-lz4hc_0010-14B,pythia,0.66628,0,0,1
721.gcc_r-ref32_O3_inline12000-113B,pythia,0.38182,0,0,1
865.roms_s-benchmark3-3753B,pythia,1.28085,0,0,1
721.gcc_r-ref32_O3_inline12000-390B,pythia,0.43248,0,0,1
708.sqlite_r-fp_size1000-424B,pythia,0.53765,0,0,1
727.cppcheck_r-738_diamond-320B,pythia,1.5477,0,0,1
749.fotonik3d_r-default-599B,pythia,0.3436,0,0,1
736.ocio_r-lut1d_halfdom-43B,pythia,1.58063,0,0,1
854.graph500_s-bfs-3313B,pythia,0.5414,0,0,1
737.gmsh_r-p19-70B,pythia,0.89846,0,0,1
823.llvm_s-passbuilderpipelines_0003-2B,pythia,0.87239,0,0,1
846.minizinc_s-yumi_dynamic-40B,pythia,0.55237,0,0,1
853.ns3_s-tcp_validation-187B,pythia,0.12636,0,0,1
854.graph500_s-bfs-1217B,pythia,0.08085,0,0,1
820.cloverleaf_s-default-2345B,pythia,0.90094,0,0,1
709.cactus_r-shifted_gauge_wave-26B,pythia,0.88586,0,0,1
823.llvm_s-standardinstrumentations_0014-2B,pythia,0.96122,0,0,1
829.abc_s-bitcoin-645B,pythia,1.16777,0,0,1
867.nest_s-microcircuit-2574B,pythia,0.15137,0,0,1
809.cactus_s-shifted_gauge_wave-1690B,pythia,0.73336,0,0,1
737.gmsh_r-torus-74B,pythia,0.83855,0,0,1
737.gmsh_r-gasdis-149B,pythia,0.77128,0,0,1
736.ocio_r-lut1d_halfdom-6B,pythia,1.23846,0,0,1
823.llvm_s-insn_recog_0005-10B,pythia,0.95558,0,0,1
765.roms_r-benchmark2-900B,pythia,0.69841,0,0,1
849.fotonik3d_s-default-11846B,pythia,0.96675,0,0,1
829.abc_s-ethernet_fraig-12B,pythia,1.30902,0,0,1
722.palm_r-atmos-334B,pythia,1.29078,0,0,1
708.sqlite_r-cte_size2000-233B,pythia,1.8735,0,0,1
749.fotonik3d_r-default-130B,pythia,0.39331,0,0,1
823.llvm_s-modelsmodule_0004-24B,pythia,1.11049,0,0,1
823.llvm_s-insn_recog_0005-15B,pythia,1.28621,0,0,1
722.palm_r-atmos-1670B,pythia,1.58345,0,0,1
821.gcc_s-lz4_0002-39B,pythia,0.80922,0,0,1
727.cppcheck_r-770_7z-404B,pythia,0.91369,0,0,1
823.llvm_s-matrix_free_0019-11B,pythia,0.87097,0,0,1
734.vpr_r-jpeg_place-76B,pythia,0.7896,0,0,1
834.vpr_s-wb_conmax_place-461B,pythia,1.32659,0,0,1
811.tealeaf_s-default-35333B,pythia,1.30455,0,0,1
829.abc_s-bitcoin-359B,pythia,0.35015,0,0,1
