TraceName,ExpName,dram_read_reqs,Filter
849.fotonik3d_s-default-1927B,bw3200_xpt_pythia,20840289,1
849.fotonik3d_s-default-1927B,bw3200_normal,20766740,1
849.fotonik3d_s-default-1927B,bw3200_normal_pythia,20889575,1
849.fotonik3d_s-default-2571B,bw3200_nopf,12090054,1
849.fotonik3d_s-default-2571B,bw3200_pythia,12401403,1
849.fotonik3d_s-default-2571B,bw3200_xpt,12088391,1
849.fotonik3d_s-default-2571B,bw3200_xpt_pythia,12401403,1
849.fotonik3d_s-default-2571B,bw3200_normal,12088413,1
849.fotonik3d_s-default-2571B,bw3200_normal_pythia,12405838,1
849.fotonik3d_s-default-7623B,bw3200_nopf,20766673,1
849.fotonik3d_s-default-7623B,bw3200_pythia,20781574,1
849.fotonik3d_s-default-7623B,bw3200_xpt,20766683,1
849.fotonik3d_s-default-7623B,bw3200_xpt_pythia,20836060,1
849.fotonik3d_s-default-7623B,bw3200_normal,20766736,1
849.fotonik3d_s-default-7623B,bw3200_normal_pythia,20884986,1
853.ns3_s-tcp_validation-187B,bw3200_nopf,29278396,1
853.ns3_s-tcp_validation-187B,bw3200_pythia,38382164,1
853.ns3_s-tcp_validation-187B,bw3200_xpt,29810612,1
853.ns3_s-tcp_validation-187B,bw3200_xpt_pythia,39092855,1
853.ns3_s-tcp_validation-187B,bw3200_normal,31523983,1
853.ns3_s-tcp_validation-187B,bw3200_normal_pythia,40126085,1
854.graph500_s-bfs-1217B,bw3200_nopf,50058048,1
854.graph500_s-bfs-1217B,bw3200_pythia,88361631,1
854.graph500_s-bfs-1217B,bw3200_xpt,50061250,1
854.graph500_s-bfs-1217B,bw3200_xpt_pythia,88343855,1
854.graph500_s-bfs-1217B,bw3200_normal,58078691,1
854.graph500_s-bfs-1217B,bw3200_normal_pythia,89862232,1
854.graph500_s-bfs-3313B,bw3200_nopf,19661026,1
854.graph500_s-bfs-3313B,bw3200_pythia,30123365,1
854.graph500_s-bfs-3313B,bw3200_xpt,19662249,1
854.graph500_s-bfs-3313B,bw3200_xpt_pythia,30123365,1
854.graph500_s-bfs-3313B,bw3200_normal,22641054,1
854.graph500_s-bfs-3313B,bw3200_normal_pythia,34235540,1
865.roms_s-benchmark3-2365B,bw3200_nopf,23351872,1
865.roms_s-benchmark3-2365B,bw3200_pythia,27822764,1
865.roms_s-benchmark3-2365B,bw3200_xpt,23258007,1
865.roms_s-benchmark3-2365B,bw3200_xpt_pythia,28139535,1
865.roms_s-benchmark3-2365B,bw3200_normal,23443557,1
865.roms_s-benchmark3-2365B,bw3200_normal_pythia,28670218,1
865.roms_s-benchmark3-2540B,bw3200_nopf,77870839,1
865.roms_s-benchmark3-2540B,bw3200_pythia,79226660,1
865.roms_s-benchmark3-2540B,bw3200_xpt,77755941,1
865.roms_s-benchmark3-2540B,bw3200_xpt_pythia,83466410,1
865.roms_s-benchmark3-2540B,bw3200_normal,77813779,1
865.roms_s-benchmark3-2540B,bw3200_normal_pythia,88218670,1
865.roms_s-benchmark3-3753B,bw3200_nopf,6742707,1
865.roms_s-benchmark3-3753B,bw3200_pythia,6804842,1
865.roms_s-benchmark3-3753B,bw3200_xpt,6732057,1
865.roms_s-benchmark3-3753B,bw3200_xpt_pythia,6903650,1
865.roms_s-benchmark3-3753B,bw3200_normal,6732385,1
865.roms_s-benchmark3-3753B,bw3200_normal_pythia,7076466,1
865.roms_s-benchmark3-7363B,bw3200_nopf,27014655,1
865.roms_s-benchmark3-7363B,bw3200_pythia,36562858,1
865.roms_s-benchmark3-7363B,bw3200_xpt,27120375,1
865.roms_s-benchmark3-7363B,bw3200_xpt_pythia,37701116,1
865.roms_s-benchmark3-7363B,bw3200_normal,28474409,1
865.roms_s-benchmark3-7363B,bw3200_normal_pythia,39002744,1
867.nest_s-microcircuit-2574B,bw3200_nopf,17355517,1
867.nest_s-microcircuit-2574B,bw3200_pythia,26403127,1
867.nest_s-microcircuit-2574B,bw3200_xpt,17348440,1
867.nest_s-microcircuit-2574B,bw3200_xpt_pythia,26402715,1
867.nest_s-microcircuit-2574B,bw3200_normal,17719793,1
867.nest_s-microcircuit-2574B,bw3200_normal_pythia,26647092,1
867.nest_s-microcircuit-9846B,bw3200_nopf,15282691,1
867.nest_s-microcircuit-9846B,bw3200_pythia,19513390,1
867.nest_s-microcircuit-9846B,bw3200_xpt,15272429,1
867.nest_s-microcircuit-9846B,bw3200_xpt_pythia,19524381,1
867.nest_s-microcircuit-9846B,bw3200_normal,15452241,1
867.nest_s-microcircuit-9846B,bw3200_normal_pythia,19773644,1
881.neutron_s-rsbench_history-421B,bw3200_nopf,4281333,1
881.neutron_s-rsbench_history-421B,bw3200_pythia,5401357,1
881.neutron_s-rsbench_history-421B,bw3200_xpt,4281330,1
881.neutron_s-rsbench_history-421B,bw3200_xpt_pythia,5401357,1
881.neutron_s-rsbench_history-421B,bw3200_normal,4281930,1
881.neutron_s-rsbench_history-421B,bw3200_normal_pythia,5402384,1
881.neutron_s-xsbench_event_unionized-1137B,bw3200_nopf,1219371,1
881.neutron_s-xsbench_event_unionized-1137B,bw3200_pythia,1211769,1
881.neutron_s-xsbench_event_unionized-1137B,bw3200_xpt,1229702,1
881.neutron_s-xsbench_event_unionized-1137B,bw3200_xpt_pythia,1213729,1
881.neutron_s-xsbench_event_unionized-1137B,bw3200_normal,1222927,1
881.neutron_s-xsbench_event_unionized-1137B,bw3200_normal_pythia,1247646,1
